Estacion,datetime,hour,month,dayofweek,year,is_weekend,NO2,PM2.5,PM1.0
BASE AÉREA,2020-06-05 01:00:00,1,6,4,2020,0,3.26,20.38,13.25
CAÑAVERALEJO,2020-06-05 01:00:00,1,6,4,2020,0,3.26,20.38,13.25
LA ERMITA,2020-06-05 01:00:00,1,6,4,2020,0,3.26,20.38,13.25
LA FLORA,2020-06-05 01:00:00,1,6,4,2020,0,3.26,20.38,13.25
P_2. ERA OBRERO,2020-06-05 01:00:00,1,6,4,2020,0,3.26,20.38,13.25
TRANSITORIA-NAVARRO,2020-06-05 01:00:00,1,6,4,2020,0,3.26,20.38,13.25
UNIVERSIDAD DEL VALLE,2020-06-05 01:00:00,1,6,4,2020,0,3.26,20.38,13.25
BASE AÉREA,2020-06-05 02:00:00,2,6,4,2020,0,2.86,20.09,13.06
CAÑAVERALEJO,2020-06-05 02:00:00,2,6,4,2020,0,2.86,20.09,13.06
LA ERMITA,2020-06-05 02:00:00,2,6,4,2020,0,2.86,20.09,13.06
LA FLORA,2020-06-05 02:00:00,2,6,4,2020,0,2.86,20.09,13.06
P_2. ERA OBRERO,2020-06-05 02:00:00,2,6,4,2020,0,2.86,20.09,13.06
TRANSITORIA-NAVARRO,2020-06-05 02:00:00,2,6,4,2020,0,2.86,20.09,13.06
UNIVERSIDAD DEL VALLE,2020-06-05 02:00:00,2,6,4,2020,0,2.86,20.09,13.06
BASE AÉREA,2020-06-05 03:00:00,3,6,4,2020,0,2.5,20.79,13.52
CAÑAVERALEJO,2020-06-05 03:00:00,3,6,4,2020,0,2.5,20.79,13.52
LA ERMITA,2020-06-05 03:00:00,3,6,4,2020,0,2.5,20.79,13.52
LA FLORA,2020-06-05 03:00:00,3,6,4,2020,0,2.5,20.79,13.52
P_2. ERA OBRERO,2020-06-05 03:00:00,3,6,4,2020,0,2.5,20.79,13.52
TRANSITORIA-NAVARRO,2020-06-05 03:00:00,3,6,4,2020,0,2.5,20.79,13.52
UNIVERSIDAD DEL VALLE,2020-06-05 03:00:00,3,6,4,2020,0,2.5,20.79,13.52
BASE AÉREA,2020-06-05 04:00:00,4,6,4,2020,0,1.42,21.11,13.72
CAÑAVERALEJO,2020-06-05 04:00:00,4,6,4,2020,0,1.42,21.11,13.72
LA ERMITA,2020-06-05 04:00:00,4,6,4,2020,0,1.42,21.11,13.72
LA FLORA,2020-06-05 04:00:00,4,6,4,2020,0,1.42,21.11,13.72
P_2. ERA OBRERO,2020-06-05 04:00:00,4,6,4,2020,0,1.42,21.11,13.72
TRANSITORIA-NAVARRO,2020-06-05 04:00:00,4,6,4,2020,0,1.42,21.11,13.72
UNIVERSIDAD DEL VALLE,2020-06-05 04:00:00,4,6,4,2020,0,1.42,21.11,13.72
BASE AÉREA,2020-06-05 05:00:00,5,6,4,2020,0,0.71,22.75,14.79
CAÑAVERALEJO,2020-06-05 05:00:00,5,6,4,2020,0,0.71,22.75,14.79
LA ERMITA,2020-06-05 05:00:00,5,6,4,2020,0,0.71,22.75,14.79
LA FLORA,2020-06-05 05:00:00,5,6,4,2020,0,0.71,22.75,14.79
P_2. ERA OBRERO,2020-06-05 05:00:00,5,6,4,2020,0,0.71,22.75,14.79
TRANSITORIA-NAVARRO,2020-06-05 05:00:00,5,6,4,2020,0,0.71,22.75,14.79
UNIVERSIDAD DEL VALLE,2020-06-05 05:00:00,5,6,4,2020,0,0.71,22.75,14.79
BASE AÉREA,2020-06-05 06:00:00,6,6,4,2020,0,0.25,23.64,15.37
CAÑAVERALEJO,2020-06-05 06:00:00,6,6,4,2020,0,0.25,23.64,15.37
LA ERMITA,2020-06-05 06:00:00,6,6,4,2020,0,0.25,23.64,15.37
LA FLORA,2020-06-05 06:00:00,6,6,4,2020,0,0.25,23.64,15.37
P_2. ERA OBRERO,2020-06-05 06:00:00,6,6,4,2020,0,0.25,23.64,15.37
TRANSITORIA-NAVARRO,2020-06-05 06:00:00,6,6,4,2020,0,0.25,23.64,15.37
UNIVERSIDAD DEL VALLE,2020-06-05 06:00:00,6,6,4,2020,0,0.25,23.64,15.37
BASE AÉREA,2020-06-05 07:00:00,7,6,4,2020,0,1.59,22.82,14.83
CAÑAVERALEJO,2020-06-05 07:00:00,7,6,4,2020,0,1.59,22.82,14.83
LA ERMITA,2020-06-05 07:00:00,7,6,4,2020,0,1.59,22.82,14.83
LA FLORA,2020-06-05 07:00:00,7,6,4,2020,0,1.59,22.82,14.83
P_2. ERA OBRERO,2020-06-05 07:00:00,7,6,4,2020,0,1.59,22.82,14.83
TRANSITORIA-NAVARRO,2020-06-05 07:00:00,7,6,4,2020,0,1.59,22.82,14.83
UNIVERSIDAD DEL VALLE,2020-06-05 07:00:00,7,6,4,2020,0,1.59,22.82,14.83
BASE AÉREA,2020-06-05 08:00:00,8,6,4,2020,0,9.39,22.42,14.58
CAÑAVERALEJO,2020-06-05 08:00:00,8,6,4,2020,0,9.39,22.42,14.58
LA ERMITA,2020-06-05 08:00:00,8,6,4,2020,0,9.39,22.42,14.58
LA FLORA,2020-06-05 08:00:00,8,6,4,2020,0,9.39,22.42,14.58
P_2. ERA OBRERO,2020-06-05 08:00:00,8,6,4,2020,0,9.39,22.42,14.58
TRANSITORIA-NAVARRO,2020-06-05 08:00:00,8,6,4,2020,0,9.39,22.42,14.58
UNIVERSIDAD DEL VALLE,2020-06-05 08:00:00,8,6,4,2020,0,9.39,22.42,14.58
BASE AÉREA,2020-06-05 09:00:00,9,6,4,2020,0,12.75,23.63,15.36
CAÑAVERALEJO,2020-06-05 09:00:00,9,6,4,2020,0,12.75,23.63,15.36
LA ERMITA,2020-06-05 09:00:00,9,6,4,2020,0,12.75,23.63,15.36
LA FLORA,2020-06-05 09:00:00,9,6,4,2020,0,12.75,23.63,15.36
P_2. ERA OBRERO,2020-06-05 09:00:00,9,6,4,2020,0,12.75,23.63,15.36
TRANSITORIA-NAVARRO,2020-06-05 09:00:00,9,6,4,2020,0,12.75,23.63,15.36
UNIVERSIDAD DEL VALLE,2020-06-05 09:00:00,9,6,4,2020,0,12.75,23.63,15.36
BASE AÉREA,2020-06-05 10:00:00,10,6,4,2020,0,14.52,23.18,15.07
CAÑAVERALEJO,2020-06-05 10:00:00,10,6,4,2020,0,14.52,23.18,15.07
LA ERMITA,2020-06-05 10:00:00,10,6,4,2020,0,14.52,23.18,15.07
LA FLORA,2020-06-05 10:00:00,10,6,4,2020,0,14.52,23.18,15.07
P_2. ERA OBRERO,2020-06-05 10:00:00,10,6,4,2020,0,14.52,23.18,15.07
TRANSITORIA-NAVARRO,2020-06-05 10:00:00,10,6,4,2020,0,14.52,23.18,15.07
UNIVERSIDAD DEL VALLE,2020-06-05 10:00:00,10,6,4,2020,0,14.52,23.18,15.07
BASE AÉREA,2020-06-05 11:00:00,11,6,4,2020,0,15.29,22.36,14.53
CAÑAVERALEJO,2020-06-05 11:00:00,11,6,4,2020,0,15.29,22.36,14.53
LA ERMITA,2020-06-05 11:00:00,11,6,4,2020,0,15.29,22.36,14.53
LA FLORA,2020-06-05 11:00:00,11,6,4,2020,0,15.29,22.36,14.53
P_2. ERA OBRERO,2020-06-05 11:00:00,11,6,4,2020,0,15.29,22.36,14.53
TRANSITORIA-NAVARRO,2020-06-05 11:00:00,11,6,4,2020,0,15.29,22.36,14.53
UNIVERSIDAD DEL VALLE,2020-06-05 11:00:00,11,6,4,2020,0,15.29,22.36,14.53
BASE AÉREA,2020-06-05 12:00:00,12,6,4,2020,0,5.8,20.48,13.31
CAÑAVERALEJO,2020-06-05 12:00:00,12,6,4,2020,0,5.8,20.48,13.31
LA ERMITA,2020-06-05 12:00:00,12,6,4,2020,0,5.8,20.48,13.31
LA FLORA,2020-06-05 12:00:00,12,6,4,2020,0,5.8,20.48,13.31
P_2. ERA OBRERO,2020-06-05 12:00:00,12,6,4,2020,0,5.8,20.48,13.31
TRANSITORIA-NAVARRO,2020-06-05 12:00:00,12,6,4,2020,0,5.8,20.48,13.31
UNIVERSIDAD DEL VALLE,2020-06-05 12:00:00,12,6,4,2020,0,5.8,20.48,13.31
BASE AÉREA,2020-06-05 13:00:00,13,6,4,2020,0,7.13,23.12,15.03
CAÑAVERALEJO,2020-06-05 13:00:00,13,6,4,2020,0,7.13,23.12,15.03
LA ERMITA,2020-06-05 13:00:00,13,6,4,2020,0,7.13,23.12,15.03
LA FLORA,2020-06-05 13:00:00,13,6,4,2020,0,7.13,23.12,15.03
P_2. ERA OBRERO,2020-06-05 13:00:00,13,6,4,2020,0,7.13,23.12,15.03
TRANSITORIA-NAVARRO,2020-06-05 13:00:00,13,6,4,2020,0,7.13,23.12,15.03
UNIVERSIDAD DEL VALLE,2020-06-05 13:00:00,13,6,4,2020,0,7.13,23.12,15.03
BASE AÉREA,2020-06-05 14:00:00,14,6,4,2020,0,11.01,24.19,15.73
CAÑAVERALEJO,2020-06-05 14:00:00,14,6,4,2020,0,11.01,24.19,15.73
LA ERMITA,2020-06-05 14:00:00,14,6,4,2020,0,11.01,24.19,15.73
LA FLORA,2020-06-05 14:00:00,14,6,4,2020,0,11.01,24.19,15.73
P_2. ERA OBRERO,2020-06-05 14:00:00,14,6,4,2020,0,11.01,24.19,15.73
TRANSITORIA-NAVARRO,2020-06-05 14:00:00,14,6,4,2020,0,11.01,24.19,15.73
UNIVERSIDAD DEL VALLE,2020-06-05 14:00:00,14,6,4,2020,0,11.01,24.19,15.73
BASE AÉREA,2020-06-05 15:00:00,15,6,4,2020,0,10.05,18.87,12.27
CAÑAVERALEJO,2020-06-05 15:00:00,15,6,4,2020,0,10.05,18.87,12.27
LA ERMITA,2020-06-05 15:00:00,15,6,4,2020,0,10.05,18.87,12.27
LA FLORA,2020-06-05 15:00:00,15,6,4,2020,0,10.05,18.87,12.27
P_2. ERA OBRERO,2020-06-05 15:00:00,15,6,4,2020,0,10.05,18.87,12.27
TRANSITORIA-NAVARRO,2020-06-05 15:00:00,15,6,4,2020,0,10.05,18.87,12.27
UNIVERSIDAD DEL VALLE,2020-06-05 15:00:00,15,6,4,2020,0,10.05,18.87,12.27
BASE AÉREA,2020-06-05 16:00:00,16,6,4,2020,0,7.62,14.6,9.49
CAÑAVERALEJO,2020-06-05 16:00:00,16,6,4,2020,0,7.62,14.6,9.49
LA ERMITA,2020-06-05 16:00:00,16,6,4,2020,0,7.62,14.6,9.49
LA FLORA,2020-06-05 16:00:00,16,6,4,2020,0,7.62,14.6,9.49
P_2. ERA OBRERO,2020-06-05 16:00:00,16,6,4,2020,0,7.62,14.6,9.49
TRANSITORIA-NAVARRO,2020-06-05 16:00:00,16,6,4,2020,0,7.62,14.6,9.49
UNIVERSIDAD DEL VALLE,2020-06-05 16:00:00,16,6,4,2020,0,7.62,14.6,9.49
BASE AÉREA,2020-06-05 17:00:00,17,6,4,2020,0,12.96,14.82,9.63
CAÑAVERALEJO,2020-06-05 17:00:00,17,6,4,2020,0,12.96,14.82,9.63
LA ERMITA,2020-06-05 17:00:00,17,6,4,2020,0,12.96,14.82,9.63
LA FLORA,2020-06-05 17:00:00,17,6,4,2020,0,12.96,14.82,9.63
P_2. ERA OBRERO,2020-06-05 17:00:00,17,6,4,2020,0,12.96,14.82,9.63
TRANSITORIA-NAVARRO,2020-06-05 17:00:00,17,6,4,2020,0,12.96,14.82,9.63
UNIVERSIDAD DEL VALLE,2020-06-05 17:00:00,17,6,4,2020,0,12.96,14.82,9.63
BASE AÉREA,2020-06-05 18:00:00,18,6,4,2020,0,14.59,14.6,9.49
CAÑAVERALEJO,2020-06-05 18:00:00,18,6,4,2020,0,14.59,14.6,9.49
LA ERMITA,2020-06-05 18:00:00,18,6,4,2020,0,14.59,14.6,9.49
LA FLORA,2020-06-05 18:00:00,18,6,4,2020,0,14.59,14.6,9.49
P_2. ERA OBRERO,2020-06-05 18:00:00,18,6,4,2020,0,14.59,14.6,9.49
TRANSITORIA-NAVARRO,2020-06-05 18:00:00,18,6,4,2020,0,14.59,14.6,9.49
UNIVERSIDAD DEL VALLE,2020-06-05 18:00:00,18,6,4,2020,0,14.59,14.6,9.49
BASE AÉREA,2020-06-05 19:00:00,19,6,4,2020,0,16.74,16.55,10.75
CAÑAVERALEJO,2020-06-05 19:00:00,19,6,4,2020,0,16.74,16.55,10.75
LA ERMITA,2020-06-05 19:00:00,19,6,4,2020,0,16.74,16.55,10.75
LA FLORA,2020-06-05 19:00:00,19,6,4,2020,0,16.74,16.55,10.75
P_2. ERA OBRERO,2020-06-05 19:00:00,19,6,4,2020,0,16.74,16.55,10.75
TRANSITORIA-NAVARRO,2020-06-05 19:00:00,19,6,4,2020,0,16.74,16.55,10.75
UNIVERSIDAD DEL VALLE,2020-06-05 19:00:00,19,6,4,2020,0,16.74,16.55,10.75
BASE AÉREA,2020-06-05 20:00:00,20,6,4,2020,0,16.79,23.11,15.02
CAÑAVERALEJO,2020-06-05 20:00:00,20,6,4,2020,0,16.79,23.11,15.02
LA ERMITA,2020-06-05 20:00:00,20,6,4,2020,0,16.79,23.11,15.02
LA FLORA,2020-06-05 20:00:00,20,6,4,2020,0,16.79,23.11,15.02
P_2. ERA OBRERO,2020-06-05 20:00:00,20,6,4,2020,0,16.79,23.11,15.02
TRANSITORIA-NAVARRO,2020-06-05 20:00:00,20,6,4,2020,0,16.79,23.11,15.02
UNIVERSIDAD DEL VALLE,2020-06-05 20:00:00,20,6,4,2020,0,16.79,23.11,15.02
BASE AÉREA,2020-06-05 21:00:00,21,6,4,2020,0,16.52,25.54,16.6
CAÑAVERALEJO,2020-06-05 21:00:00,21,6,4,2020,0,16.52,25.54,16.6
LA ERMITA,2020-06-05 21:00:00,21,6,4,2020,0,16.52,25.54,16.6
LA FLORA,2020-06-05 21:00:00,21,6,4,2020,0,16.52,25.54,16.6
P_2. ERA OBRERO,2020-06-05 21:00:00,21,6,4,2020,0,16.52,25.54,16.6
TRANSITORIA-NAVARRO,2020-06-05 21:00:00,21,6,4,2020,0,16.52,25.54,16.6
UNIVERSIDAD DEL VALLE,2020-06-05 21:00:00,21,6,4,2020,0,16.52,25.54,16.6
BASE AÉREA,2020-06-05 22:00:00,22,6,4,2020,0,13.45,23.46,15.25
CAÑAVERALEJO,2020-06-05 22:00:00,22,6,4,2020,0,13.45,23.46,15.25
LA ERMITA,2020-06-05 22:00:00,22,6,4,2020,0,13.45,23.46,15.25
LA FLORA,2020-06-05 22:00:00,22,6,4,2020,0,13.45,23.46,15.25
P_2. ERA OBRERO,2020-06-05 22:00:00,22,6,4,2020,0,13.45,23.46,15.25
TRANSITORIA-NAVARRO,2020-06-05 22:00:00,22,6,4,2020,0,13.45,23.46,15.25
UNIVERSIDAD DEL VALLE,2020-06-05 22:00:00,22,6,4,2020,0,13.45,23.46,15.25
BASE AÉREA,2020-06-05 23:00:00,23,6,4,2020,0,9.29,19.96,12.98
CAÑAVERALEJO,2020-06-05 23:00:00,23,6,4,2020,0,9.29,19.96,12.98
LA ERMITA,2020-06-05 23:00:00,23,6,4,2020,0,9.29,19.96,12.98
LA FLORA,2020-06-05 23:00:00,23,6,4,2020,0,9.29,19.96,12.98
P_2. ERA OBRERO,2020-06-05 23:00:00,23,6,4,2020,0,9.29,19.96,12.98
TRANSITORIA-NAVARRO,2020-06-05 23:00:00,23,6,4,2020,0,9.29,19.96,12.98
UNIVERSIDAD DEL VALLE,2020-06-05 23:00:00,23,6,4,2020,0,9.29,19.96,12.98
BASE AÉREA,2020-06-06 00:00:00,0,6,5,2020,1,5.75,18.57,12.07
CAÑAVERALEJO,2020-06-06 00:00:00,0,6,5,2020,1,5.75,18.57,12.07
LA ERMITA,2020-06-06 00:00:00,0,6,5,2020,1,5.75,18.57,12.07
LA FLORA,2020-06-06 00:00:00,0,6,5,2020,1,5.75,18.57,12.07
P_2. ERA OBRERO,2020-06-06 00:00:00,0,6,5,2020,1,5.75,18.57,12.07
TRANSITORIA-NAVARRO,2020-06-06 00:00:00,0,6,5,2020,1,5.75,18.57,12.07
UNIVERSIDAD DEL VALLE,2020-06-06 00:00:00,0,6,5,2020,1,5.75,18.57,12.07
BASE AÉREA,2020-06-06 01:00:00,1,6,5,2020,1,4.37,20.41,13.26
CAÑAVERALEJO,2020-06-06 01:00:00,1,6,5,2020,1,4.37,20.41,13.26
LA ERMITA,2020-06-06 01:00:00,1,6,5,2020,1,4.37,20.41,13.26
LA FLORA,2020-06-06 01:00:00,1,6,5,2020,1,4.37,20.41,13.26
P_2. ERA OBRERO,2020-06-06 01:00:00,1,6,5,2020,1,4.37,20.41,13.26
TRANSITORIA-NAVARRO,2020-06-06 01:00:00,1,6,5,2020,1,4.37,20.41,13.26
UNIVERSIDAD DEL VALLE,2020-06-06 01:00:00,1,6,5,2020,1,4.37,20.41,13.26
BASE AÉREA,2020-06-06 02:00:00,2,6,5,2020,1,3.0,19.16,12.46
CAÑAVERALEJO,2020-06-06 02:00:00,2,6,5,2020,1,3.0,19.16,12.46
LA ERMITA,2020-06-06 02:00:00,2,6,5,2020,1,3.0,19.16,12.46
LA FLORA,2020-06-06 02:00:00,2,6,5,2020,1,3.0,19.16,12.46
P_2. ERA OBRERO,2020-06-06 02:00:00,2,6,5,2020,1,3.0,19.16,12.46
TRANSITORIA-NAVARRO,2020-06-06 02:00:00,2,6,5,2020,1,3.0,19.16,12.46
UNIVERSIDAD DEL VALLE,2020-06-06 02:00:00,2,6,5,2020,1,3.0,19.16,12.46
BASE AÉREA,2020-06-06 03:00:00,3,6,5,2020,1,3.07,19.59,12.73
CAÑAVERALEJO,2020-06-06 03:00:00,3,6,5,2020,1,3.07,19.59,12.73
LA ERMITA,2020-06-06 03:00:00,3,6,5,2020,1,3.07,19.59,12.73
LA FLORA,2020-06-06 03:00:00,3,6,5,2020,1,3.07,19.59,12.73
P_2. ERA OBRERO,2020-06-06 03:00:00,3,6,5,2020,1,3.07,19.59,12.73
TRANSITORIA-NAVARRO,2020-06-06 03:00:00,3,6,5,2020,1,3.07,19.59,12.73
UNIVERSIDAD DEL VALLE,2020-06-06 03:00:00,3,6,5,2020,1,3.07,19.59,12.73
BASE AÉREA,2020-06-06 04:00:00,4,6,5,2020,1,1.99,19.95,12.97
CAÑAVERALEJO,2020-06-06 04:00:00,4,6,5,2020,1,1.99,19.95,12.97
LA ERMITA,2020-06-06 04:00:00,4,6,5,2020,1,1.99,19.95,12.97
LA FLORA,2020-06-06 04:00:00,4,6,5,2020,1,1.99,19.95,12.97
P_2. ERA OBRERO,2020-06-06 04:00:00,4,6,5,2020,1,1.99,19.95,12.97
TRANSITORIA-NAVARRO,2020-06-06 04:00:00,4,6,5,2020,1,1.99,19.95,12.97
UNIVERSIDAD DEL VALLE,2020-06-06 04:00:00,4,6,5,2020,1,1.99,19.95,12.97
BASE AÉREA,2020-06-06 05:00:00,5,6,5,2020,1,1.83,20.72,13.47
CAÑAVERALEJO,2020-06-06 05:00:00,5,6,5,2020,1,1.83,20.72,13.47
LA ERMITA,2020-06-06 05:00:00,5,6,5,2020,1,1.83,20.72,13.47
LA FLORA,2020-06-06 05:00:00,5,6,5,2020,1,1.83,20.72,13.47
P_2. ERA OBRERO,2020-06-06 05:00:00,5,6,5,2020,1,1.83,20.72,13.47
TRANSITORIA-NAVARRO,2020-06-06 05:00:00,5,6,5,2020,1,1.83,20.72,13.47
UNIVERSIDAD DEL VALLE,2020-06-06 05:00:00,5,6,5,2020,1,1.83,20.72,13.47
BASE AÉREA,2020-06-06 06:00:00,6,6,5,2020,1,1.73,22.48,14.61
CAÑAVERALEJO,2020-06-06 06:00:00,6,6,5,2020,1,1.73,22.48,14.61
LA ERMITA,2020-06-06 06:00:00,6,6,5,2020,1,1.73,22.48,14.61
LA FLORA,2020-06-06 06:00:00,6,6,5,2020,1,1.73,22.48,14.61
P_2. ERA OBRERO,2020-06-06 06:00:00,6,6,5,2020,1,1.73,22.48,14.61
TRANSITORIA-NAVARRO,2020-06-06 06:00:00,6,6,5,2020,1,1.73,22.48,14.61
UNIVERSIDAD DEL VALLE,2020-06-06 06:00:00,6,6,5,2020,1,1.73,22.48,14.61
BASE AÉREA,2020-06-06 07:00:00,7,6,5,2020,1,4.04,21.65,14.07
CAÑAVERALEJO,2020-06-06 07:00:00,7,6,5,2020,1,4.04,21.65,14.07
LA ERMITA,2020-06-06 07:00:00,7,6,5,2020,1,4.04,21.65,14.07
LA FLORA,2020-06-06 07:00:00,7,6,5,2020,1,4.04,21.65,14.07
P_2. ERA OBRERO,2020-06-06 07:00:00,7,6,5,2020,1,4.04,21.65,14.07
TRANSITORIA-NAVARRO,2020-06-06 07:00:00,7,6,5,2020,1,4.04,21.65,14.07
UNIVERSIDAD DEL VALLE,2020-06-06 07:00:00,7,6,5,2020,1,4.04,21.65,14.07
BASE AÉREA,2020-06-06 08:00:00,8,6,5,2020,1,6.12,20.04,13.03
CAÑAVERALEJO,2020-06-06 08:00:00,8,6,5,2020,1,6.12,20.04,13.03
LA ERMITA,2020-06-06 08:00:00,8,6,5,2020,1,6.12,20.04,13.03
LA FLORA,2020-06-06 08:00:00,8,6,5,2020,1,6.12,20.04,13.03
P_2. ERA OBRERO,2020-06-06 08:00:00,8,6,5,2020,1,6.12,20.04,13.03
TRANSITORIA-NAVARRO,2020-06-06 08:00:00,8,6,5,2020,1,6.12,20.04,13.03
UNIVERSIDAD DEL VALLE,2020-06-06 08:00:00,8,6,5,2020,1,6.12,20.04,13.03
BASE AÉREA,2020-06-06 09:00:00,9,6,5,2020,1,5.89,18.82,12.23
CAÑAVERALEJO,2020-06-06 09:00:00,9,6,5,2020,1,5.89,18.82,12.23
LA ERMITA,2020-06-06 09:00:00,9,6,5,2020,1,5.89,18.82,12.23
LA FLORA,2020-06-06 09:00:00,9,6,5,2020,1,5.89,18.82,12.23
P_2. ERA OBRERO,2020-06-06 09:00:00,9,6,5,2020,1,5.89,18.82,12.23
TRANSITORIA-NAVARRO,2020-06-06 09:00:00,9,6,5,2020,1,5.89,18.82,12.23
UNIVERSIDAD DEL VALLE,2020-06-06 09:00:00,9,6,5,2020,1,5.89,18.82,12.23
BASE AÉREA,2020-06-06 10:00:00,10,6,5,2020,1,10.83,20.87,13.56
CAÑAVERALEJO,2020-06-06 10:00:00,10,6,5,2020,1,10.83,20.87,13.56
LA ERMITA,2020-06-06 10:00:00,10,6,5,2020,1,10.83,20.87,13.56
LA FLORA,2020-06-06 10:00:00,10,6,5,2020,1,10.83,20.87,13.56
P_2. ERA OBRERO,2020-06-06 10:00:00,10,6,5,2020,1,10.83,20.87,13.56
TRANSITORIA-NAVARRO,2020-06-06 10:00:00,10,6,5,2020,1,10.83,20.87,13.56
UNIVERSIDAD DEL VALLE,2020-06-06 10:00:00,10,6,5,2020,1,10.83,20.87,13.56
BASE AÉREA,2020-06-06 11:00:00,11,6,5,2020,1,13.06,20.61,13.4
CAÑAVERALEJO,2020-06-06 11:00:00,11,6,5,2020,1,13.06,20.61,13.4
LA ERMITA,2020-06-06 11:00:00,11,6,5,2020,1,13.06,20.61,13.4
LA FLORA,2020-06-06 11:00:00,11,6,5,2020,1,13.06,20.61,13.4
P_2. ERA OBRERO,2020-06-06 11:00:00,11,6,5,2020,1,13.06,20.61,13.4
TRANSITORIA-NAVARRO,2020-06-06 11:00:00,11,6,5,2020,1,13.06,20.61,13.4
UNIVERSIDAD DEL VALLE,2020-06-06 11:00:00,11,6,5,2020,1,13.06,20.61,13.4
BASE AÉREA,2020-06-06 12:00:00,12,6,5,2020,1,3.72,20.01,13.01
CAÑAVERALEJO,2020-06-06 12:00:00,12,6,5,2020,1,3.72,20.01,13.01
LA ERMITA,2020-06-06 12:00:00,12,6,5,2020,1,3.72,20.01,13.01
LA FLORA,2020-06-06 12:00:00,12,6,5,2020,1,3.72,20.01,13.01
P_2. ERA OBRERO,2020-06-06 12:00:00,12,6,5,2020,1,3.72,20.01,13.01
TRANSITORIA-NAVARRO,2020-06-06 12:00:00,12,6,5,2020,1,3.72,20.01,13.01
UNIVERSIDAD DEL VALLE,2020-06-06 12:00:00,12,6,5,2020,1,3.72,20.01,13.01
BASE AÉREA,2020-06-06 13:00:00,13,6,5,2020,1,3.87,21.04,13.68
CAÑAVERALEJO,2020-06-06 13:00:00,13,6,5,2020,1,3.87,21.04,13.68
LA ERMITA,2020-06-06 13:00:00,13,6,5,2020,1,3.87,21.04,13.68
LA FLORA,2020-06-06 13:00:00,13,6,5,2020,1,3.87,21.04,13.68
P_2. ERA OBRERO,2020-06-06 13:00:00,13,6,5,2020,1,3.87,21.04,13.68
TRANSITORIA-NAVARRO,2020-06-06 13:00:00,13,6,5,2020,1,3.87,21.04,13.68
UNIVERSIDAD DEL VALLE,2020-06-06 13:00:00,13,6,5,2020,1,3.87,21.04,13.68
BASE AÉREA,2020-06-06 14:00:00,14,6,5,2020,1,3.58,20.0,13.0
CAÑAVERALEJO,2020-06-06 14:00:00,14,6,5,2020,1,3.58,20.0,13.0
LA ERMITA,2020-06-06 14:00:00,14,6,5,2020,1,3.58,20.0,13.0
LA FLORA,2020-06-06 14:00:00,14,6,5,2020,1,3.58,20.0,13.0
P_2. ERA OBRERO,2020-06-06 14:00:00,14,6,5,2020,1,3.58,20.0,13.0
TRANSITORIA-NAVARRO,2020-06-06 14:00:00,14,6,5,2020,1,3.58,20.0,13.0
UNIVERSIDAD DEL VALLE,2020-06-06 14:00:00,14,6,5,2020,1,3.58,20.0,13.0
BASE AÉREA,2020-06-06 15:00:00,15,6,5,2020,1,8.02,14.0,9.1
CAÑAVERALEJO,2020-06-06 15:00:00,15,6,5,2020,1,8.02,14.0,9.1
LA ERMITA,2020-06-06 15:00:00,15,6,5,2020,1,8.02,14.0,9.1
LA FLORA,2020-06-06 15:00:00,15,6,5,2020,1,8.02,14.0,9.1
P_2. ERA OBRERO,2020-06-06 15:00:00,15,6,5,2020,1,8.02,14.0,9.1
TRANSITORIA-NAVARRO,2020-06-06 15:00:00,15,6,5,2020,1,8.02,14.0,9.1
UNIVERSIDAD DEL VALLE,2020-06-06 15:00:00,15,6,5,2020,1,8.02,14.0,9.1
BASE AÉREA,2020-06-06 16:00:00,16,6,5,2020,1,7.02,12.26,7.97
CAÑAVERALEJO,2020-06-06 16:00:00,16,6,5,2020,1,7.02,12.26,7.97
LA ERMITA,2020-06-06 16:00:00,16,6,5,2020,1,7.02,12.26,7.97
LA FLORA,2020-06-06 16:00:00,16,6,5,2020,1,7.02,12.26,7.97
P_2. ERA OBRERO,2020-06-06 16:00:00,16,6,5,2020,1,7.02,12.26,7.97
TRANSITORIA-NAVARRO,2020-06-06 16:00:00,16,6,5,2020,1,7.02,12.26,7.97
UNIVERSIDAD DEL VALLE,2020-06-06 16:00:00,16,6,5,2020,1,7.02,12.26,7.97
BASE AÉREA,2020-06-06 17:00:00,17,6,5,2020,1,7.99,10.54,6.85
CAÑAVERALEJO,2020-06-06 17:00:00,17,6,5,2020,1,7.99,10.54,6.85
LA ERMITA,2020-06-06 17:00:00,17,6,5,2020,1,7.99,10.54,6.85
LA FLORA,2020-06-06 17:00:00,17,6,5,2020,1,7.99,10.54,6.85
P_2. ERA OBRERO,2020-06-06 17:00:00,17,6,5,2020,1,7.99,10.54,6.85
TRANSITORIA-NAVARRO,2020-06-06 17:00:00,17,6,5,2020,1,7.99,10.54,6.85
UNIVERSIDAD DEL VALLE,2020-06-06 17:00:00,17,6,5,2020,1,7.99,10.54,6.85
BASE AÉREA,2020-06-06 18:00:00,18,6,5,2020,1,9.47,10.42,6.77
CAÑAVERALEJO,2020-06-06 18:00:00,18,6,5,2020,1,9.47,10.42,6.77
LA ERMITA,2020-06-06 18:00:00,18,6,5,2020,1,9.47,10.42,6.77
LA FLORA,2020-06-06 18:00:00,18,6,5,2020,1,9.47,10.42,6.77
