Estacion,datetime,hour,month,dayofweek,year,is_weekend,NO2,PM2.5,PM1.0
P_2. ERA OBRERO,2020-06-06 18:00:00,18,6,5,2020,1,9.47,10.42,6.77
TRANSITORIA-NAVARRO,2020-06-06 18:00:00,18,6,5,2020,1,9.47,10.42,6.77
UNIVERSIDAD DEL VALLE,2020-06-06 18:00:00,18,6,5,2020,1,9.47,10.42,6.77
BASE AÉREA,2020-06-06 19:00:00,19,6,5,2020,1,8.02,12.5,8.12
CAÑAVERALEJO,2020-06-06 19:00:00,19,6,5,2020,1,8.02,12.5,8.12
LA ERMITA,2020-06-06 19:00:00,19,6,5,2020,1,8.02,12.5,8.12
LA FLORA,2020-06-06 19:00:00,19,6,5,2020,1,8.02,12.5,8.12
P_2. ERA OBRERO,2020-06-06 19:00:00,19,6,5,2020,1,8.02,12.5,8.12
TRANSITORIA-NAVARRO,2020-06-06 19:00:00,19,6,5,2020,1,8.02,12.5,8.12
UNIVERSIDAD DEL VALLE,2020-06-06 19:00:00,19,6,5,2020,1,8.02,12.5,8.12
BASE AÉREA,2020-06-06 20:00:00,20,6,5,2020,1,11.19,15.36,9.99
CAÑAVERALEJO,2020-06-06 20:00:00,20,6,5,2020,1,11.19,15.36,9.99
LA ERMITA,2020-06-06 20:00:00,20,6,5,2020,1,11.19,15.36,9.99
LA FLORA,2020-06-06 20:00:00,20,6,5,2020,1,11.19,15.36,9.99
P_2. ERA OBRERO,2020-06-06 20:00:00,20,6,5,2020,1,11.19,15.36,9.99
TRANSITORIA-NAVARRO,2020-06-06 20:00:00,20,6,5,2020,1,11.19,15.36,9.99
UNIVERSIDAD DEL VALLE,2020-06-06 20:00:00,20,6,5,2020,1,11.19,15.36,9.99
BASE AÉREA,2020-06-06 21:00:00,21,6,5,2020,1,13.86,22.16,14.4
CAÑAVERALEJO,2020-06-06 21:00:00,21,6,5,2020,1,13.86,22.16,14.4
LA ERMITA,2020-06-06 21:00:00,21,6,5,2020,1,13.86,22.16,14.4
LA FLORA,2020-06-06 21:00:00,21,6,5,2020,1,13.86,22.16,14.4
P_2. ERA OBRERO,2020-06-06 21:00:00,21,6,5,2020,1,13.86,22.16,14.4
TRANSITORIA-NAVARRO,2020-06-06 21:00:00,21,6,5,2020,1,13.86,22.16,14.4
UNIVERSIDAD DEL VALLE,2020-06-06 21:00:00,21,6,5,2020,1,13.86,22.16,14.4
BASE AÉREA,2020-06-06 22:00:00,22,6,5,2020,1,10.78,16.82,10.93
CAÑAVERALEJO,2020-06-06 22:00:00,22,6,5,2020,1,10.78,16.82,10.93
LA ERMITA,2020-06-06 22:00:00,22,6,5,2020,1,10.78,16.82,10.93
LA FLORA,2020-06-06 22:00:00,22,6,5,2020,1,10.78,16.82,10.93
P_2. ERA OBRERO,2020-06-06 22:00:00,22,6,5,2020,1,10.78,16.82,10.93
TRANSITORIA-NAVARRO,2020-06-06 22:00:00,22,6,5,2020,1,10.78,16.82,10.93
UNIVERSIDAD DEL VALLE,2020-06-06 22:00:00,22,6,5,2020,1,10.78,16.82,10.93
BASE AÉREA,2020-06-06 23:00:00,23,6,5,2020,1,8.16,17.57,11.42
CAÑAVERALEJO,2020-06-06 23:00:00,23,6,5,2020,1,8.16,17.57,11.42
LA ERMITA,2020-06-06 23:00:00,23,6,5,2020,1,8.16,17.57,11.42
LA FLORA,2020-06-06 23:00:00,23,6,5,2020,1,8.16,17.57,11.42
P_2. ERA OBRERO,2020-06-06 23:00:00,23,6,5,2020,1,8.16,17.57,11.42
TRANSITORIA-NAVARRO,2020-06-06 23:00:00,23,6,5,2020,1,8.16,17.57,11.42
UNIVERSIDAD DEL VALLE,2020-06-06 23:00:00,23,6,5,2020,1,8.16,17.57,11.42
BASE AÉREA,2020-06-07 00:00:00,0,6,6,2020,1,5.15,18.74,12.18
CAÑAVERALEJO,2020-06-07 00:00:00,0,6,6,2020,1,5.15,18.74,12.18
LA ERMITA,2020-06-07 00:00:00,0,6,6,2020,1,5.15,18.74,12.18
LA FLORA,2020-06-07 00:00:00,0,6,6,2020,1,5.15,18.74,12.18
P_2. ERA OBRERO,2020-06-07 00:00:00,0,6,6,2020,1,5.15,18.74,12.18
TRANSITORIA-NAVARRO,2020-06-07 00:00:00,0,6,6,2020,1,5.15,18.74,12.18
UNIVERSIDAD DEL VALLE,2020-06-07 00:00:00,0,6,6,2020,1,5.15,18.74,12.18
BASE AÉREA,2020-06-07 01:00:00,1,6,6,2020,1,5.91,15.13,9.84
CAÑAVERALEJO,2020-06-07 01:00:00,1,6,6,2020,1,5.91,15.13,9.84
LA ERMITA,2020-06-07 01:00:00,1,6,6,2020,1,5.91,15.13,9.84
LA FLORA,2020-06-07 01:00:00,1,6,6,2020,1,5.91,15.13,9.84
P_2. ERA OBRERO,2020-06-07 01:00:00,1,6,6,2020,1,5.91,15.13,9.84
TRANSITORIA-NAVARRO,2020-06-07 01:00:00,1,6,6,2020,1,5.91,15.13,9.84
UNIVERSIDAD DEL VALLE,2020-06-07 01:00:00,1,6,6,2020,1,5.91,15.13,9.84
BASE AÉREA,2020-06-07 02:00:00,2,6,6,2020,1,3.88,16.1,10.46
CAÑAVERALEJO,2020-06-07 02:00:00,2,6,6,2020,1,3.88,16.1,10.46
LA ERMITA,2020-06-07 02:00:00,2,6,6,2020,1,3.88,16.1,10.46
LA FLORA,2020-06-07 02:00:00,2,6,6,2020,1,3.88,16.1,10.46
P_2. ERA OBRERO,2020-06-07 02:00:00,2,6,6,2020,1,3.88,16.1,10.46
TRANSITORIA-NAVARRO,2020-06-07 02:00:00,2,6,6,2020,1,3.88,16.1,10.46
UNIVERSIDAD DEL VALLE,2020-06-07 02:00:00,2,6,6,2020,1,3.88,16.1,10.46
BASE AÉREA,2020-06-07 03:00:00,3,6,6,2020,1,3.42,15.34,9.97
CAÑAVERALEJO,2020-06-07 03:00:00,3,6,6,2020,1,3.42,15.34,9.97
LA ERMITA,2020-06-07 03:00:00,3,6,6,2020,1,3.42,15.34,9.97
LA FLORA,2020-06-07 03:00:00,3,6,6,2020,1,3.42,15.34,9.97
P_2. ERA OBRERO,2020-06-07 03:00:00,3,6,6,2020,1,3.42,15.34,9.97
TRANSITORIA-NAVARRO,2020-06-07 03:00:00,3,6,6,2020,1,3.42,15.34,9.97
UNIVERSIDAD DEL VALLE,2020-06-07 03:00:00,3,6,6,2020,1,3.42,15.34,9.97
BASE AÉREA,2020-06-07 04:00:00,4,6,6,2020,1,1.98,15.6,10.14
CAÑAVERALEJO,2020-06-07 04:00:00,4,6,6,2020,1,1.98,15.6,10.14
LA ERMITA,2020-06-07 04:00:00,4,6,6,2020,1,1.98,15.6,10.14
LA FLORA,2020-06-07 04:00:00,4,6,6,2020,1,1.98,15.6,10.14
P_2. ERA OBRERO,2020-06-07 04:00:00,4,6,6,2020,1,1.98,15.6,10.14
TRANSITORIA-NAVARRO,2020-06-07 04:00:00,4,6,6,2020,1,1.98,15.6,10.14
UNIVERSIDAD DEL VALLE,2020-06-07 04:00:00,4,6,6,2020,1,1.98,15.6,10.14
BASE AÉREA,2020-06-07 05:00:00,5,6,6,2020,1,2.58,17.73,11.52
CAÑAVERALEJO,2020-06-07 05:00:00,5,6,6,2020,1,2.58,17.73,11.52
LA ERMITA,2020-06-07 05:00:00,5,6,6,2020,1,2.58,17.73,11.52
LA FLORA,2020-06-07 05:00:00,5,6,6,2020,1,2.58,17.73,11.52
P_2. ERA OBRERO,2020-06-07 05:00:00,5,6,6,2020,1,2.58,17.73,11.52
TRANSITORIA-NAVARRO,2020-06-07 05:00:00,5,6,6,2020,1,2.58,17.73,11.52
UNIVERSIDAD DEL VALLE,2020-06-07 05:00:00,5,6,6,2020,1,2.58,17.73,11.52
BASE AÉREA,2020-06-07 06:00:00,6,6,6,2020,1,2.23,18.65,12.13
CAÑAVERALEJO,2020-06-07 06:00:00,6,6,6,2020,1,2.23,18.65,12.13
LA ERMITA,2020-06-07 06:00:00,6,6,6,2020,1,2.23,18.65,12.13
LA FLORA,2020-06-07 06:00:00,6,6,6,2020,1,2.23,18.65,12.13
P_2. ERA OBRERO,2020-06-07 06:00:00,6,6,6,2020,1,2.23,18.65,12.13
TRANSITORIA-NAVARRO,2020-06-07 06:00:00,6,6,6,2020,1,2.23,18.65,12.13
UNIVERSIDAD DEL VALLE,2020-06-07 06:00:00,6,6,6,2020,1,2.23,18.65,12.13
BASE AÉREA,2020-06-07 07:00:00,7,6,6,2020,1,2.41,17.86,11.61
CAÑAVERALEJO,2020-06-07 07:00:00,7,6,6,2020,1,2.41,17.86,11.61
LA ERMITA,2020-06-07 07:00:00,7,6,6,2020,1,2.41,17.86,11.61
LA FLORA,2020-06-07 07:00:00,7,6,6,2020,1,2.41,17.86,11.61
P_2. ERA OBRERO,2020-06-07 07:00:00,7,6,6,2020,1,2.41,17.86,11.61
TRANSITORIA-NAVARRO,2020-06-07 07:00:00,7,6,6,2020,1,2.41,17.86,11.61
UNIVERSIDAD DEL VALLE,2020-06-07 07:00:00,7,6,6,2020,1,2.41,17.86,11.61
BASE AÉREA,2020-06-07 08:00:00,8,6,6,2020,1,3.13,16.36,10.64
CAÑAVERALEJO,2020-06-07 08:00:00,8,6,6,2020,1,3.13,16.36,10.64
LA ERMITA,2020-06-07 08:00:00,8,6,6,2020,1,3.13,16.36,10.64
LA FLORA,2020-06-07 08:00:00,8,6,6,2020,1,3.13,16.36,10.64
P_2. ERA OBRERO,2020-06-07 08:00:00,8,6,6,2020,1,3.13,16.36,10.64
TRANSITORIA-NAVARRO,2020-06-07 08:00:00,8,6,6,2020,1,3.13,16.36,10.64
UNIVERSIDAD DEL VALLE,2020-06-07 08:00:00,8,6,6,2020,1,3.13,16.36,10.64
BASE AÉREA,2020-06-07 09:00:00,9,6,6,2020,1,2.69,16.66,10.83
CAÑAVERALEJO,2020-06-07 09:00:00,9,6,6,2020,1,2.69,16.66,10.83
LA ERMITA,2020-06-07 09:00:00,9,6,6,2020,1,2.69,16.66,10.83
LA FLORA,2020-06-07 09:00:00,9,6,6,2020,1,2.69,16.66,10.83
P_2. ERA OBRERO,2020-06-07 09:00:00,9,6,6,2020,1,2.69,16.66,10.83
TRANSITORIA-NAVARRO,2020-06-07 09:00:00,9,6,6,2020,1,2.69,16.66,10.83
UNIVERSIDAD DEL VALLE,2020-06-07 09:00:00,9,6,6,2020,1,2.69,16.66,10.83
BASE AÉREA,2020-06-07 10:00:00,10,6,6,2020,1,5.55,18.69,12.15
CAÑAVERALEJO,2020-06-07 10:00:00,10,6,6,2020,1,5.55,18.69,12.15
LA ERMITA,2020-06-07 10:00:00,10,6,6,2020,1,5.55,18.69,12.15
LA FLORA,2020-06-07 10:00:00,10,6,6,2020,1,5.55,18.69,12.15
P_2. ERA OBRERO,2020-06-07 10:00:00,10,6,6,2020,1,5.55,18.69,12.15
TRANSITORIA-NAVARRO,2020-06-07 10:00:00,10,6,6,2020,1,5.55,18.69,12.15
UNIVERSIDAD DEL VALLE,2020-06-07 10:00:00,10,6,6,2020,1,5.55,18.69,12.15
BASE AÉREA,2020-06-07 11:00:00,11,6,6,2020,1,23.91,21.14,13.74
CAÑAVERALEJO,2020-06-07 11:00:00,11,6,6,2020,1,23.91,21.14,13.74
LA ERMITA,2020-06-07 11:00:00,11,6,6,2020,1,23.91,21.14,13.74
LA FLORA,2020-06-07 11:00:00,11,6,6,2020,1,23.91,21.14,13.74
P_2. ERA OBRERO,2020-06-07 11:00:00,11,6,6,2020,1,23.91,21.14,13.74
TRANSITORIA-NAVARRO,2020-06-07 11:00:00,11,6,6,2020,1,23.91,21.14,13.74
UNIVERSIDAD DEL VALLE,2020-06-07 11:00:00,11,6,6,2020,1,23.91,21.14,13.74
BASE AÉREA,2020-06-07 12:00:00,12,6,6,2020,1,1.78,16.0,10.4
CAÑAVERALEJO,2020-06-07 12:00:00,12,6,6,2020,1,1.78,16.0,10.4
LA ERMITA,2020-06-07 12:00:00,12,6,6,2020,1,1.78,16.0,10.4
LA FLORA,2020-06-07 12:00:00,12,6,6,2020,1,1.78,16.0,10.4
P_2. ERA OBRERO,2020-06-07 12:00:00,12,6,6,2020,1,1.78,16.0,10.4
TRANSITORIA-NAVARRO,2020-06-07 12:00:00,12,6,6,2020,1,1.78,16.0,10.4
UNIVERSIDAD DEL VALLE,2020-06-07 12:00:00,12,6,6,2020,1,1.78,16.0,10.4
BASE AÉREA,2020-06-07 13:00:00,13,6,6,2020,1,1.29,17.93,11.65
CAÑAVERALEJO,2020-06-07 13:00:00,13,6,6,2020,1,1.29,17.93,11.65
LA ERMITA,2020-06-07 13:00:00,13,6,6,2020,1,1.29,17.93,11.65
LA FLORA,2020-06-07 13:00:00,13,6,6,2020,1,1.29,17.93,11.65
P_2. ERA OBRERO,2020-06-07 13:00:00,13,6,6,2020,1,1.29,17.93,11.65
TRANSITORIA-NAVARRO,2020-06-07 13:00:00,13,6,6,2020,1,1.29,17.93,11.65
UNIVERSIDAD DEL VALLE,2020-06-07 13:00:00,13,6,6,2020,1,1.29,17.93,11.65
BASE AÉREA,2020-06-07 14:00:00,14,6,6,2020,1,0.32,16.39,10.65
CAÑAVERALEJO,2020-06-07 14:00:00,14,6,6,2020,1,0.32,16.39,10.65
LA ERMITA,2020-06-07 14:00:00,14,6,6,2020,1,0.32,16.39,10.65
LA FLORA,2020-06-07 14:00:00,14,6,6,2020,1,0.32,16.39,10.65
P_2. ERA OBRERO,2020-06-07 14:00:00,14,6,6,2020,1,0.32,16.39,10.65
TRANSITORIA-NAVARRO,2020-06-07 14:00:00,14,6,6,2020,1,0.32,16.39,10.65
UNIVERSIDAD DEL VALLE,2020-06-07 14:00:00,14,6,6,2020,1,0.32,16.39,10.65
BASE AÉREA,2020-06-07 15:00:00,15,6,6,2020,1,2.1,16.4,10.66
CAÑAVERALEJO,2020-06-07 15:00:00,15,6,6,2020,1,2.1,16.4,10.66
LA ERMITA,2020-06-07 15:00:00,15,6,6,2020,1,2.1,16.4,10.66
LA FLORA,2020-06-07 15:00:00,15,6,6,2020,1,2.1,16.4,10.66
P_2. ERA OBRERO,2020-06-07 15:00:00,15,6,6,2020,1,2.1,16.4,10.66
TRANSITORIA-NAVARRO,2020-06-07 15:00:00,15,6,6,2020,1,2.1,16.4,10.66
UNIVERSIDAD DEL VALLE,2020-06-07 15:00:00,15,6,6,2020,1,2.1,16.4,10.66
BASE AÉREA,2020-06-07 16:00:00,16,6,6,2020,1,6.97,12.28,7.98
CAÑAVERALEJO,2020-06-07 16:00:00,16,6,6,2020,1,6.97,12.28,7.98
LA ERMITA,2020-06-07 16:00:00,16,6,6,2020,1,6.97,12.28,7.98
LA FLORA,2020-06-07 16:00:00,16,6,6,2020,1,6.97,12.28,7.98
P_2. ERA OBRERO,2020-06-07 16:00:00,16,6,6,2020,1,6.97,12.28,7.98
TRANSITORIA-NAVARRO,2020-06-07 16:00:00,16,6,6,2020,1,6.97,12.28,7.98
UNIVERSIDAD DEL VALLE,2020-06-07 16:00:00,16,6,6,2020,1,6.97,12.28,7.98
BASE AÉREA,2020-06-07 17:00:00,17,6,6,2020,1,10.76,10.79,7.02
CAÑAVERALEJO,2020-06-07 17:00:00,17,6,6,2020,1,10.76,10.79,7.02
LA ERMITA,2020-06-07 17:00:00,17,6,6,2020,1,10.76,10.79,7.02
LA FLORA,2020-06-07 17:00:00,17,6,6,2020,1,10.76,10.79,7.02
P_2. ERA OBRERO,2020-06-07 17:00:00,17,6,6,2020,1,10.76,10.79,7.02
TRANSITORIA-NAVARRO,2020-06-07 17:00:00,17,6,6,2020,1,10.76,10.79,7.02
UNIVERSIDAD DEL VALLE,2020-06-07 17:00:00,17,6,6,2020,1,10.76,10.79,7.02
BASE AÉREA,2020-06-07 18:00:00,18,6,6,2020,1,18.47,11.3,7.35
CAÑAVERALEJO,2020-06-07 18:00:00,18,6,6,2020,1,18.47,11.3,7.35
LA ERMITA,2020-06-07 18:00:00,18,6,6,2020,1,18.47,11.3,7.35
LA FLORA,2020-06-07 18:00:00,18,6,6,2020,1,18.47,11.3,7.35
P_2. ERA OBRERO,2020-06-07 18:00:00,18,6,6,2020,1,18.47,11.3,7.35
TRANSITORIA-NAVARRO,2020-06-07 18:00:00,18,6,6,2020,1,18.47,11.3,7.35
UNIVERSIDAD DEL VALLE,2020-06-07 18:00:00,18,6,6,2020,1,18.47,11.3,7.35
BASE AÉREA,2020-06-07 19:00:00,19,6,6,2020,1,14.52,12.52,8.14
CAÑAVERALEJO,2020-06-07 19:00:00,19,6,6,2020,1,14.52,12.52,8.14
LA ERMITA,2020-06-07 19:00:00,19,6,6,2020,1,14.52,12.52,8.14
LA FLORA,2020-06-07 19:00:00,19,6,6,2020,1,14.52,12.52,8.14
P_2. ERA OBRERO,2020-06-07 19:00:00,19,6,6,2020,1,14.52,12.52,8.14
TRANSITORIA-NAVARRO,2020-06-07 19:00:00,19,6,6,2020,1,14.52,12.52,8.14
UNIVERSIDAD DEL VALLE,2020-06-07 19:00:00,19,6,6,2020,1,14.52,12.52,8.14
BASE AÉREA,2020-06-07 20:00:00,20,6,6,2020,1,24.77,19.98,12.99
CAÑAVERALEJO,2020-06-07 20:00:00,20,6,6,2020,1,24.77,19.98,12.99
LA ERMITA,2020-06-07 20:00:00,20,6,6,2020,1,24.77,19.98,12.99
LA FLORA,2020-06-07 20:00:00,20,6,6,2020,1,24.77,19.98,12.99
P_2. ERA OBRERO,2020-06-07 20:00:00,20,6,6,2020,1,24.77,19.98,12.99
TRANSITORIA-NAVARRO,2020-06-07 20:00:00,20,6,6,2020,1,24.77,19.98,12.99
UNIVERSIDAD DEL VALLE,2020-06-07 20:00:00,20,6,6,2020,1,24.77,19.98,12.99
BASE AÉREA,2020-06-07 21:00:00,21,6,6,2020,1,17.56,22.64,14.72
CAÑAVERALEJO,2020-06-07 21:00:00,21,6,6,2020,1,17.56,22.64,14.72
LA ERMITA,2020-06-07 21:00:00,21,6,6,2020,1,17.56,22.64,14.72
LA FLORA,2020-06-07 21:00:00,21,6,6,2020,1,17.56,22.64,14.72
P_2. ERA OBRERO,2020-06-07 21:00:00,21,6,6,2020,1,17.56,22.64,14.72
TRANSITORIA-NAVARRO,2020-06-07 21:00:00,21,6,6,2020,1,17.56,22.64,14.72
UNIVERSIDAD DEL VALLE,2020-06-07 21:00:00,21,6,6,2020,1,17.56,22.64,14.72
BASE AÉREA,2020-06-07 22:00:00,22,6,6,2020,1,13.13,20.91,13.59
CAÑAVERALEJO,2020-06-07 22:00:00,22,6,6,2020,1,13.13,20.91,13.59
LA ERMITA,2020-06-07 22:00:00,22,6,6,2020,1,13.13,20.91,13.59
LA FLORA,2020-06-07 22:00:00,22,6,6,2020,1,13.13,20.91,13.59
P_2. ERA OBRERO,2020-06-07 22:00:00,22,6,6,2020,1,13.13,20.91,13.59
TRANSITORIA-NAVARRO,2020-06-07 22:00:00,22,6,6,2020,1,13.13,20.91,13.59
UNIVERSIDAD DEL VALLE,2020-06-07 22:00:00,22,6,6,2020,1,13.13,20.91,13.59
BASE AÉREA,2020-06-07 23:00:00,23,6,6,2020,1,8.42,17.42,11.32
CAÑAVERALEJO,2020-06-07 23:00:00,23,6,6,2020,1,8.42,17.42,11.32
LA ERMITA,2020-06-07 23:00:00,23,6,6,2020,1,8.42,17.42,11.32
LA FLORA,2020-06-07 23:00:00,23,6,6,2020,1,8.42,17.42,11.32
P_2. ERA OBRERO,2020-06-07 23:00:00,23,6,6,2020,1,8.42,17.42,11.32
TRANSITORIA-NAVARRO,2020-06-07 23:00:00,23,6,6,2020,1,8.42,17.42,11.32
UNIVERSIDAD DEL VALLE,2020-06-07 23:00:00,23,6,6,2020,1,8.42,17.42,11.32
BASE AÉREA,2020-06-08 00:00:00,0,6,0,2020,0,0.94,17.18,11.16
CAÑAVERALEJO,2020-06-08 00:00:00,0,6,0,2020,0,0.94,17.18,11.16
LA ERMITA,2020-06-08 00:00:00,0,6,0,2020,0,0.94,17.18,11.16
LA FLORA,2020-06-08 00:00:00,0,6,0,2020,0,0.94,17.18,11.16
P_2. ERA OBRERO,2020-06-08 00:00:00,0,6,0,2020,0,0.94,17.18,11.16
TRANSITORIA-NAVARRO,2020-06-08 00:00:00,0,6,0,2020,0,0.94,17.18,11.16
UNIVERSIDAD DEL VALLE,2020-06-08 00:00:00,0,6,0,2020,0,0.94,17.18,11.16
BASE AÉREA,2020-06-08 01:00:00,1,6,0,2020,0,1.23,15.02,9.77
CAÑAVERALEJO,2020-06-08 01:00:00,1,6,0,2020,0,1.23,15.02,9.77
LA ERMITA,2020-06-08 01:00:00,1,6,0,2020,0,1.23,15.02,9.77
LA FLORA,2020-06-08 01:00:00,1,6,0,2020,0,1.23,15.02,9.77
P_2. ERA OBRERO,2020-06-08 01:00:00,1,6,0,2020,0,1.23,15.02,9.77
TRANSITORIA-NAVARRO,2020-06-08 01:00:00,1,6,0,2020,0,1.23,15.02,9.77
UNIVERSIDAD DEL VALLE,2020-06-08 01:00:00,1,6,0,2020,0,1.23,15.02,9.77
BASE AÉREA,2020-06-08 02:00:00,2,6,0,2020,0,1.08,14.6,9.49
CAÑAVERALEJO,2020-06-08 02:00:00,2,6,0,2020,0,1.08,14.6,9.49
LA ERMITA,2020-06-08 02:00:00,2,6,0,2020,0,1.08,14.6,9.49
LA FLORA,2020-06-08 02:00:00,2,6,0,2020,0,1.08,14.6,9.49
P_2. ERA OBRERO,2020-06-08 02:00:00,2,6,0,2020,0,1.08,14.6,9.49
TRANSITORIA-NAVARRO,2020-06-08 02:00:00,2,6,0,2020,0,1.08,14.6,9.49
UNIVERSIDAD DEL VALLE,2020-06-08 02:00:00,2,6,0,2020,0,1.08,14.6,9.49
BASE AÉREA,2020-06-08 03:00:00,3,6,0,2020,0,1.37,14.65,9.52
CAÑAVERALEJO,2020-06-08 03:00:00,3,6,0,2020,0,1.37,14.65,9.52
LA ERMITA,2020-06-08 03:00:00,3,6,0,2020,0,1.37,14.65,9.52
LA FLORA,2020-06-08 03:00:00,3,6,0,2020,0,1.37,14.65,9.52
P_2. ERA OBRERO,2020-06-08 03:00:00,3,6,0,2020,0,1.37,14.65,9.52
TRANSITORIA-NAVARRO,2020-06-08 03:00:00,3,6,0,2020,0,1.37,14.65,9.52
UNIVERSIDAD DEL VALLE,2020-06-08 03:00:00,3,6,0,2020,0,1.37,14.65,9.52
BASE AÉREA,2020-06-08 04:00:00,4,6,0,2020,0,4.85,16.16,10.5
CAÑAVERALEJO,2020-06-08 04:00:00,4,6,0,2020,0,4.85,16.16,10.5
LA ERMITA,2020-06-08 04:00:00,4,6,0,2020,0,4.85,16.16,10.5
LA FLORA,2020-06-08 04:00:00,4,6,0,2020,0,4.85,16.16,10.5
P_2. ERA OBRERO,2020-06-08 04:00:00,4,6,0,2020,0,4.85,16.16,10.5
TRANSITORIA-NAVARRO,2020-06-08 04:00:00,4,6,0,2020,0,4.85,16.16,10.5
UNIVERSIDAD DEL VALLE,2020-06-08 04:00:00,4,6,0,2020,0,4.85,16.16,10.5
BASE AÉREA,2020-06-08 05:00:00,5,6,0,2020,0,5.55,20.59,13.39
CAÑAVERALEJO,2020-06-08 05:00:00,5,6,0,2020,0,5.55,20.59,13.39
LA ERMITA,2020-06-08 05:00:00,5,6,0,2020,0,5.55,20.59,13.39
LA FLORA,2020-06-08 05:00:00,5,6,0,2020,0,5.55,20.59,13.39
P_2. ERA OBRERO,2020-06-08 05:00:00,5,6,0,2020,0,5.55,20.59,13.39
TRANSITORIA-NAVARRO,2020-06-08 05:00:00,5,6,0,2020,0,5.55,20.59,13.39
UNIVERSIDAD DEL VALLE,2020-06-08 05:00:00,5,6,0,2020,0,5.55,20.59,13.39
BASE AÉREA,2020-06-08 06:00:00,6,6,0,2020,0,6.81,21.05,13.68
CAÑAVERALEJO,2020-06-08 06:00:00,6,6,0,2020,0,6.81,21.05,13.68
LA ERMITA,2020-06-08 06:00:00,6,6,0,2020,0,6.81,21.05,13.68
LA FLORA,2020-06-08 06:00:00,6,6,0,2020,0,6.81,21.05,13.68
P_2. ERA OBRERO,2020-06-08 06:00:00,6,6,0,2020,0,6.81,21.05,13.68
TRANSITORIA-NAVARRO,2020-06-08 06:00:00,6,6,0,2020,0,6.81,21.05,13.68
UNIVERSIDAD DEL VALLE,2020-06-08 06:00:00,6,6,0,2020,0,6.81,21.05,13.68
BASE AÉREA,2020-06-08 07:00:00,7,6,0,2020,0,6.89,21.25,13.81
CAÑAVERALEJO,2020-06-08 07:00:00,7,6,0,2020,0,6.89,21.25,13.81
LA ERMITA,2020-06-08 07:00:00,7,6,0,2020,0,6.89,21.25,13.81
LA FLORA,2020-06-08 07:00:00,7,6,0,2020,0,6.89,21.25,13.81
P_2. ERA OBRERO,2020-06-08 07:00:00,7,6,0,2020,0,6.89,21.25,13.81
TRANSITORIA-NAVARRO,2020-06-08 07:00:00,7,6,0,2020,0,6.89,21.25,13.81
UNIVERSIDAD DEL VALLE,2020-06-08 07:00:00,7,6,0,2020,0,6.89,21.25,13.81
BASE AÉREA,2020-06-08 08:00:00,8,6,0,2020,0,13.53,26.34,17.12
CAÑAVERALEJO,2020-06-08 08:00:00,8,6,0,2020,0,13.53,26.34,17.12
LA ERMITA,2020-06-08 08:00:00,8,6,0,2020,0,13.53,26.34,17.12
LA FLORA,2020-06-08 08:00:00,8,6,0,2020,0,13.53,26.34,17.12
P_2. ERA OBRERO,2020-06-08 08:00:00,8,6,0,2020,0,13.53,26.34,17.12
TRANSITORIA-NAVARRO,2020-06-08 08:00:00,8,6,0,2020,0,13.53,26.34,17.12
UNIVERSIDAD DEL VALLE,2020-06-08 08:00:00,8,6,0,2020,0,13.53,26.34,17.12
BASE AÉREA,2020-06-08 09:00:00,9,6,0,2020,0,15.34,22.79,14.82
CAÑAVERALEJO,2020-06-08 09:00:00,9,6,0,2020,0,15.34,22.79,14.82
LA ERMITA,2020-06-08 09:00:00,9,6,0,2020,0,15.34,22.79,14.82
LA FLORA,2020-06-08 09:00:00,9,6,0,2020,0,15.34,22.79,14.82
P_2. ERA OBRERO,2020-06-08 09:00:00,9,6,0,2020,0,15.34,22.79,14.82
TRANSITORIA-NAVARRO,2020-06-08 09:00:00,9,6,0,2020,0,15.34,22.79,14.82
UNIVERSIDAD DEL VALLE,2020-06-08 09:00:00,9,6,0,2020,0,15.34,22.79,14.82
BASE AÉREA,2020-06-08 10:00:00,10,6,0,2020,0,9.64,20.53,13.35
CAÑAVERALEJO,2020-06-08 10:00:00,10,6,0,2020,0,9.64,20.53,13.35
LA ERMITA,2020-06-08 10:00:00,10,6,0,2020,0,9.64,20.53,13.35
LA FLORA,2020-06-08 10:00:00,10,6,0,2020,0,9.64,20.53,13.35
P_2. ERA OBRERO,2020-06-08 10:00:00,10,6,0,2020,0,9.64,20.53,13.35
TRANSITORIA-NAVARRO,2020-06-08 10:00:00,10,6,0,2020,0,9.64,20.53,13.35
UNIVERSIDAD DEL VALLE,2020-06-08 10:00:00,10,6,0,2020,0,9.64,20.53,13.35
BASE AÉREA,2020-06-08 11:00:00,11,6,0,2020,0,14.31,20.08,13.05
CAÑAVERALEJO,2020-06-08 11:00:00,11,6,0,2020,0,14.31,20.08,13.05
LA ERMITA,2020-06-08 11:00:00,11,6,0,2020,0,14.31,20.08,13.05
LA FLORA,2020-06-08 11:00:00,11,6,0,2020,0,14.31,20.08,13.05
P_2. ERA OBRERO,2020-06-08 11:00:00,11,6,0,2020,0,14.31,20.08,13.05
TRANSITORIA-NAVARRO,2020-06-08 11:00:00,11,6,0,2020,0,14.31,20.08,13.05
UNIVERSIDAD DEL VALLE,2020-06-08 11:00:00,11,6,0,2020,0,14.31,20.08,13.05
BASE AÉREA,2020-06-08 12:00:00,12,6,0,2020,0,13.33,20.33,13.22
